token,tag
национального,I-ORG
В,O
начале,O
Второй,O
мировой,O
войны,O
сентября,O
года,O
СССР,B-LOC
вторгся,O
на,O
восточные,O
территории,O
Польши,B-LOC
и,O
присоединил,O
земли,O
входивших,O
на,O
тот,O
момент,O
в,O
состав,O
Польской,B-LOC
Республики,I-LOC
Западной,B-LOC
Украины,I-LOC
и,O
Западной,B-LOC
Белоруссии,I-LOC
это,O
территориальное,O
изменение,O
расценивается,O
по,O
разному,O
и,O
как,O
и,O
как,O
июля,O
года,O
с,O
помощью,O
ракеты,O
носителя,O
Протон,O
К,O
осуществлён,O
запуск,O
разработанного,O
РКК,B-ORG
Энергия,I-ORG
Королёва,I-ORG
и,I-ORG
изготовленного,I-ORG
ГКНПЦ,I-ORG
Хруничева,I-ORG
служебного,O
модуля,O
Звезда,B-ORG
ставшего,O
основой,O
российского,O
сегмента,O
В,O
конце,O
года,O
развернулась,O
широкомасштабная,O
Сталинградская,B-LOC
битва,I-LOC
закончившаяся,O
разгромом,O
немецкой,O
Российская,O
была,O
признана,O
де,O
государством,O
продолжателем,O
СССР,B-LOC
в,O
международно,O
правовых,O
и,O
заняла,O
его,O
место,O
в,O
Совете,B-ORG
Безопасности,I-ORG
В,O
то,O
же,O
время,O
согласно,O
действующему,O
законодательству,O
Украины,B-LOC
последняя,O
является,O
преемницей,O
прав,O
и,O
обязательств,O
УССР,B-ORG
и,O
международных,O
договоров,O
февраля,O
года,O
Путин,B-PER
эскалировал,O
войну,O
с,O
Украиной,B-LOC
начав,O
полномасштабное,O
вторжение,O
России,B-LOC
на,O
Украину,B-LOC
что,O
вызвало,O
международное,O
осуждение,O
Такой,O
способ,O
ограждения,O
поселения,O
был,O
достаточно,O
примитивен,O
позднее,O
более,O
предпочтительными,O
стали,O
крепостные,O
стены,O
из,O
срубов,O
Объект,O
культурного,O
наследия,O
народов,O
РФ,B-LOC
федерального,O
значения,O
Лидером,O
в,O
области,O
межпланетных,O
зондов,O
является,O
НПО,B-ORG
Лавочкина,I-ORG
Химки,B-LOC
февраля,O
года,O
Сбербанк,B-ORG
объявил,O
что,O
создаёт,O
венчурный,O
фонд,O
на,O
базе,O
венчурного,O
подразделения,O
Тройки,B-ORG
Диалог,I-ORG
Тройка,O
Венчурз,O
со,O
стратегией,O
инвестирования,O
в,O
высокотехнологические,O
компании,O
и,O
проекты,O
начальные,O
инвестиции,O
составят,O
млн,O
июня,O
года,O
Германия,B-LOC
напала,O
на,O
Советский,B-LOC
Союз,I-LOC
нарушив,O
подписанный,O
ранее,O
Договор,O
о,O
Вопрос,O
космического,O
имущества,O
был,O
решён,O
мая,O
в,O
Ташкенте,B-LOC
объекты,O
космической,O
инфраструктуры,O
находятся,O
в,O
собственности,O
тех,O
государств,O
на,O
территории,O
которых,O
они,O
В,O
годах,O
Путин,B-PER
в,O
числе,O
реформистски,O
настроенных,O
политических,O
активистов,O
проходил,O
тренинг,O
по,O
программе,O
американского,O
Национального,B-ORG
демократического,I-ORG
института,I-ORG
международных,I-ORG
отношений,I-ORG
англ,I-ORG
National,I-ORG
Democratic,I-ORG
Institute,I-ORG
for,I-ORG
International,I-ORG
Affairs,I-ORG
Россия,B-LOC
также,O
вмешалась,O
в,O
насильственный,O
конфликт,O
переросший,O
в,O
войну,O
в,O
Донбассе,B-LOC
Окончательное,O
утверждение,O
на,O
II,O
съезде,O
Советов,B-LOC
СССР,I-LOC
состоявшегося,O
в,O
январе,O
и,O
окончательно,O
утвердившего,O
Основной,B-PER
Закон,I-PER
Амур,O
СПГ,O
ракета,O
носитель,O
среднего,O
класса,O
использующая,O
сжиженный,O
природный,O
газ,O
в,O
разработке,O
Национальная,B-ORG
Космическая,I-ORG
Компания,I-ORG
НКК,I-ORG
компания,O
занимающаяся,O
производством,O
ракеты,O
носителя,O
Сибирь,O
спутников,O
микроспутников,O
Рыночная,O
капитализация,O
на,O
август,O
года,O
составляла,O
триллиона,O
рублей,O
Предназначен,O
для,O
запуска,O
космического,O
корабля,O
Союз,O
ТМА,O
и,O
грузовых,O
кораблей,O
Прогресс,O
к,O
МКС,B-ORG
Эта,O
дата,O
и,O
считается,O
датой,O
образования,O
СССР,B-LOC
хотя,O
Совет,B-ORG
Народных,I-ORG
Комиссаров,I-ORG
СССР,I-ORG
Правительство,I-ORG
и,O
наркоматы,O
министерства,O
были,O
созданы,O
только,O
июля,O
года,O
Санкции,O
предусматривают,O
заморозку,O
активов,O
банка,O
и,O
введение,O
запрета,O
для,O
граждан,O
и,O
компаний,O
из,O
США,B-LOC
на,O
ведение,O
бизнеса,O
с,O
февраля,O
года,O
состоялся,O
запуск,O
ракеты,O
носителя,O
Союз,O
У,O
с,O
созданным,O
НПО,B-ORG
Лавочкина,I-ORG
новым,O
разгонным,O
блоком,O
Фрегат,O
который,O
может,O
быть,O
использован,O
в,O
составе,O
ракет,O
носителей,O
различного,O
Также,O
в,O
августе,O
года,O
в,O
App,B-ORG
Store,I-ORG
появились,O
мобильные,O
приложения,O
СБОЛ,B-ORG
и,O
Инвестр,B-ORG
фактически,O
копирующее,O
удалённые,O
из,O
за,O
санкций,O
Сбербанк,B-ORG
Онлайн,I-ORG
и,O
СберИнвестор,B-ORG
но,O
формально,O
размещённые,O
как,O
от,O
стороннего,O
При,O
национально,O
территориальном,O
размежевании,O
народов,O
Средней,B-LOC
Азии,I-LOC
были,O
ликвидированы,O
де,O
юре,O
Бухарская,B-LOC
Социалистическая,I-LOC
Советская,B-LOC
Республика,I-LOC
и,O
Хорезмская,B-LOC
Социалистическая,I-LOC
Советская,B-LOC
Республика,I-LOC
образованные,O
после,O
установления,O
просоветской,O
власти,O
в,O
бывших,O
вассалах,O
Российской,B-LOC
империи,I-LOC
Бухарском,O
эмирате,O
и,O
Хивинском,B-LOC
ханстве,I-LOC
на,O
их,O
месте,O
были,O
образованы,O
новые,O
союзные,O
республики,O
в,O
HGЯO,B-ORG
Объект,O
культурного,O
наследия,O
народов,O
РФ,B-LOC
федерального,O
значения,O
На,O
этапе,O
пилотного,O
проекта,O
стартующего,O
в,O
третьем,O
квартале,O
планировалось,O
начать,O
выдачу,O
микрозаймов,O
до,O
млн,O
для,O
предпринимателей,O
в,O
Москве,B-LOC
Санкт,B-LOC
Петербурге,I-LOC
и,O
Нижнем,B-LOC
Работа,O
в,O
Москве,B-LOC
В,O
августе,O
года,O
после,O
поражения,O
Собчака,B-PER
на,O
губернаторских,O
выборах,O
Владимир,B-PER
Путин,I-PER
по,O
собственным,O
воспоминаниям,O
вновь,O
как,O
и,O
во,O
дни,O
августовского,O
путча,O
года,O
планировал,O
подрабатывать,O
в,O
Решение,O
проблемы,O
было,O
найдено,O
путём,O
введения,O
в,O
нового,O
принципа,O
формирования,O
Красной,B-ORG
Армии,I-ORG
так,O
называемой,O
смешанной,O
системы,O
путём,O
создания,O
наряду,O
с,O
постоянными,O
войсками,O
в,O
составе,O
Красной,B-ORG
Армии,I-ORG
так,O
называемых,O
территориальных,O
Объект,O
БД,O
Викигида,O
Можайский,B-LOC
кремль,I-LOC
В,O
дереве,O
XII,O
век,O
В,O
камне,O
XVI,O
век,O
Утрачены,B-PER
башен,O
из,O
Запуск,O
ИСЗ,B-ORG
по,O
контрактам,O
с,O
иностранными,O
клиентами,O
так,O
в,O
июне,O
года,O
компании,O
Arianespace,B-ORG
и,O
OneWeb,B-ORG
объявили,O
о,O
заключении,O
контракта,O
на,O
запуск,O
космических,O
аппаратов,O
мобильной,O
спутниковой,O
связи,O
OneWeb,B-ORG
для,O
этого,O
Arianespace,B-ORG
купит,O
у,O
России,B-LOC
ракету,O
Союз,O
И,O
уже,O
после,O
его,O
ликвидации,O
статьи,O
и,O
Соглашения,O
О,O
принципах,O
механизма,O
обслуживания,O
внутреннего,O
долга,O
бывшего,O
СССР,B-LOC
от,O
марта,O
года,O
устанавливали,O
что,O
обязательства,O
по,O
погашению,O
государственного,O
долга,O
бывшего,O
СССР,B-LOC
перед,O
населением,O
разделяются,O
по,O
территориальному,O
признаку,O
и,O
их,O
берут,O
на,O
себя,O
правительства,O
соответствующих,O
стран,O
СНГ,B-ORG
за,O
счёт,O
их,O
государственных,O
Первый,O
прототип,O
был,O
представлен,O
в,O
декабря,O
года,O
состоялся,O
первый,O
пуск,O
разработанной,O
ЦСКБ,B-ORG
Прогресс,I-ORG
ракеты,O
носителя,O
на,O
третьей,O
ступени,O
которой,O
используется,O
мировой,O
рекордсмен,O
по,O
удельному,O
импульсу,O
среди,O
кислородно,O
керосиновых,O
ЖРД,B-ORG
разработанный,O
В,O
качестве,O
топлива,O
используют,O
НДМГ,B-ORG
и,O
АТ,B-ORG
Первый,O
полёт,O
состоялся,O
мая,O
года,O
После,O
выпускного,O
Владимир,B-PER
впервые,O
с,O
целью,O
поступления,O
на,O
службу,O
посетил,O
Управление,B-ORG
КГБ,B-ORG
СССР,B-LOC
по,O
Ленинграду,B-LOC
и,O
Ленинградской,B-LOC
области,I-LOC
на,O
Литейном,B-LOC
где,O
Путину,B-PER
после,O
собеседования,O
было,O
рекомендовано,O
сначала,O
получить,O
углублённое,O
гуманитарное,O
не,O
указан,O
дней,O
Заключённые,O
ГУЛАГа,B-ORG
на,O
строительстве,O
автодороги,O
в,O
Сибири,B-LOC
Со,O
второй,O
половины,O
годов,O
началось,O
сворачивание,O
новой,O
экономической,O
политики,O
НЭП,O
а,O
затем,O
проведение,O
форсированной,O
и,O
коллективизации,O
В,O
апреле,O
года,O
Сбер,B-ORG
стал,O
единственным,O
владельцем,O
аэропорта,O
Горно,B-LOC
Алтайска,I-LOC
выкупив,O
акций,O
у,O
АФК,B-ORG
Система,I-ORG
Сообщается,O
что,O
нейросеть,O
обучалась,O
на,O
суперкомпьютере,O
Christofari,B-ORG
Neo,I-ORG
ракета,O
носитель,O
среднего,O
класса,O
в,O
разработке,O
Этот,O
ленинский,O
подход,O
отражённый,O
в,O
Конституции,O
отличался,O
от,O
конфедерации,O
и,O
автономизации,O
В,O
дальнейшем,O
многие,O
кремли,O
перестраиваются,O
и,O
укрепляются,O
Кремлями,O
иногда,O
неправильно,O
называют,O
некоторые,O
крепостные,O
сооружения,O
Орешек,B-LOC
Ям,B-LOC
Ивангородская,B-LOC
крепость,I-LOC
которые,O
в,O
Древней,B-LOC
Руси,I-LOC
изначально,O
создавались,O
не,O
в,O
качестве,O
городских,O
укреплений,O
а,O
как,O
пограничные,O
военные,O
форпосты,O
кремлями,O
именовались,O
отдельные,O
монастыри,O
например,O
Соловецкий,B-PER
Space,O
компания,O
специализирующаяся,O
на,O
пусках,O
ракет,O
носителей,O
среднего,O
класса,O
основана,O
в,O
году,O
после,O
приобретения,O
Group,I-ORG
плавучего,O
космодрома,O
Морской,B-ORG
старт,I-ORG
у,O
РКК,B-ORG
Энергия,I-ORG
Началась,O
Великая,O
Отечественная,O
война,O
после,O
победы,O
в,O
которой,O
СССР,B-LOC
стал,O
наряду,O
с,O
США,B-LOC
Однако,O
в,O
ходе,O
кампании,O
лета,O
осени,O
года,O
противнику,O
удалось,O
нанести,O
поражение,O
Красной,B-ORG
Армии,I-ORG
на,O
южном,O
фланге,O
фронта,O
и,O
дойти,O
до,O
Енисей,B-ORG
ракета,O
носитель,O
сверхтяжёлого,O
класса,O
в,O
разработке,O
Союзные,O
власти,O
задавали,O
основы,O
просвещения,O
охраны,O
труда,O
и,O
здоровья,O
народа,O
Кремль,B-LOC
от,O
слова,O
кремлёная,O
стена,O
что,O
означает,O
строительство,O
стены,O
вокруг,O
деревьев,O
корнями,O
глубоко,O
уходящих,O
в,O
землю,O
а,O
стволы,O
деревьев,O
отстраивались,O
различными,O
материалами,O
Деревянные,O
крепости,O
в,O
Русском,B-ORG
государстве,I-ORG
возводятся,O
практически,O
повсеместно,O
от,O
дальневосточных,O
земель,O
до,O
шведских,O
границ,O
Содержание,O
Происхождение,O
слова,O
кремль,O
Крепости,O
домонгольской,O
Руси,B-LOC
Кремли,O
Русского,B-ORG
государства,I-ORG
Судьба,O
кремлей,O
в,O
XVIII,O
XIX,O
веках,O
Список,O
кремлей,O
и,O
детинцев,O
Каменные,O
кремли,O
Каменные,O
кремли,O
с,O
замкнутым,O
кольцом,O
стен,O
Каменные,O
кремли,O
с,O
существенными,O
утратами,O
Укреплённые,O
каменные,O
дворы,O
которые,O
стали,O
называть,O
кремлями,O
Каменно,O
деревянные,O
кремли,O
которые,O
частично,O
сохранились,O
Деревянные,O
кремли,O
Деревянные,O
кремли,O
которые,O
частично,O
сохранились,O
Деревянные,O
кремли,O
от,O
которых,O
остались,O
постройки,O
Деревянные,O
кремли,O
от,O
которых,O
остались,O
валы,O
Деревянные,O
кремли,O
от,O
которых,O
остались,O
холмы,O
Полностью,O
утраченные,O
кремли,O
Прочие,O
укрепления,O
Детинцы,O
перестроенные,O
в,O
замки,O
Крепостные,O
стены,O
иногда,O
именуемые,O
кремлями,O
Крепости,O
иногда,O
именуемые,O
кремлями,O
Современные,O
имитации,O
Кремли,O
в,O
филателии,O
Примечания,O
Литература,O
Ссылки,O
Происхождение,O
слова,O
править,O
код,O
Слово,O
кремль,O
впервые,O
появляется,O
в,O
летописи,O
в,O
году,O
как,O
кремник,O
в,O
связи,O
с,O
сообщением,O
о,O
неудачной,O
попытке,O
строительства,O
укреплений,O
в,O
Основной,O
Закон,B-PER
закрепил,O
не,O
только,O
права,O
Союзу,B-PER
для,O
государственного,O
строительства,O
но,O
гарантировал,O
права,O
союзным,O
республикам,O
Он,O
отмечает,O
что,O
Кремль,B-LOC
не,O
только,O
крепость,O
но,O
и,O
топографическое,O
понятие,O
Под,O
руководством,O
Путина,B-PER
в,O
России,B-LOC
произошёл,O
откат,O
от,O
демократии,O
и,O
переход,O
к,O
авторитаризму,O
и,O
диктатуре,O
В,O
Толковом,O
словаре,O
живого,O
великорусского,O
языка,O
Владимир,B-PER
Даль,I-PER
дал,O
целый,O
ряд,O
своеобразных,O
тематических,O
параллелей,O
из,O
диалектной,O
лексики,O
кремлевник,O
хвойный,O
лес,O
по,O
моховому,O
болоту,O
кремь,O
лучшая,O
часть,O
заповедника,O
крепкий,O
и,O
крупный,O
строевой,O
лес,O
кремлевое,O
дерево,O
дерево,O
на,O
краю,O
леса,O
выросшее,O
одиноко,O
и,O
на,O
просторе,O
крепкое,O
строевое,O
дерево,O
В,O
годах,O
ряд,O
народов,O
были,O
с,O
мест,O
своего,O
традиционного,O
проживания,O
В,O
результате,O
массовых,O
репрессии,O
годов,O
по,O
данным,O
исследователей,O
было,O
расстреляно,O
около,O
тысяч,O
июля,O
года,O
к,O
МКС,B-ORG
стартовал,O
пилотируемый,O
космический,O
корабль,O
Союз,O
первый,O
из,O
разработанной,O
РКК,B-ORG
Энергия,I-ORG
Королёва,I-ORG
новой,I-ORG
серии,I-ORG
Союз,I-ORG
МС,I-ORG
представляющей,O
собой,O
глубокую,O
модернизацию,O
семейства,O
пилотируемых,O
Она,O
умеет,O
отвечать,O
на,O
вопросы,O
поддерживать,O
диалог,O
с,O
пользователем,O
писать,O
программный,O
код,O
и,O
генерировать,O
тексты,O
и,O
картинки,O
на,O
основе,O
описаний,O
в,O
рамках,O
единого,O
контекста,O
В,O
году,O
Главкосмос,B-PER
и,O
правительство,O
Индии,B-LOC
заключили,O
контракт,O
на,O
млн,O
о,O
продаже,O
ракетных,O
двигателей,O
но,O
из,O
за,O
санкций,O
США,B-LOC
сделка,O
была,O
Объект,O
БД,O
Викигида,O
Казанский,B-LOC
кремль,I-LOC
В,O
дереве,O
X,O
век,O
В,O
камне,O
XVI,O
век,O
Изначально,O
построен,O
в,O
дереве,O
как,O
булгарская,O
крепость,O
Включён,O
Банком,B-ORG
России,B-LOC
в,O
перечень,O
системно,O
значимых,O
кредитных,O
Перспективная,O
ракета,O
носитель,O
среднего,O
класса,O
Феникс,O
чьё,O
проектирование,O
должно,O
начаться,O
в,O
году,O
предполагается,O
что,O
она,O
будет,O
работать,O
на,O
сжиженном,O
природном,O
газе,O
и,O
станет,O
первой,O
ступенью,O
сверхтяжёлой,O
ракеты,O
носителя,O
декабря,O
года,O
в,O
ряде,O
российских,O
изданий,O
была,O
опубликована,O
программная,O
статья,O
Путина,B-PER
Россия,B-LOC
на,O
рубеже,O
тысячелетий,O
в,O
которой,O
Владимир,B-PER
Путин,I-PER
изложил,O
своё,O
представление,O
о,O
прошлом,O
и,O
о,O
предстоящих,O
перед,O
страной,O
задачах,O
и,O
обозначил,O
свои,O
политические,O
приоритеты,O
патриотизм,O
державность,O
государственничество,O
социальная,O
солидарность,O
сильное,O
сентября,O
года,O
Сбер,B-PER
представил,O
GigaCode,B-ORG
в,O
HGЯO,B-ORG
править,O
код,O
Два,O
банкомата,O
Сбербанка,B-ORG
в,O
Екатеринбурге,B-LOC
с,O
новым,O
логотипом,O
и,O
со,O
старым,O
логотипом,O
января,O
года,O
В,O
июне,O
года,O
Сбербанк,B-ORG
зарегистрировал,O
права,O
на,O
новый,O
товарный,O
знак,O
Сбер,O
и,O
новый,O
Последнее,O
называемое,O
кремлём,O
сооружение,O
а,O
по,O
факту,O
это,O
был,O
укреплённый,O
двор,O
Сибирской,B-LOC
и,O
Тобольской,B-ORG
митрополии,I-ORG
РПЦ,B-ORG
было,O
возведено,O
из,O
камня,O
в,O
годах,O
в,O
городе,O
Тобольске,B-LOC
самый,O
восточный,O
кремль,O
в,O
России,B-LOC
Внутри,O
крепостей,O
располагались,O
жизненно,O
важные,O
объекты,O
города,O
такие,O
как,O
церкви,O
оружейные,O
склады,O
и,O
мастерские,O
административное,O
хозяйство,O
СканЭкс,B-ORG
компания,O
занимающаяся,O
приёмом,O
и,O
обработкой,O
снимков,O
со,O
спутников,O
дистанционного,O
зондирования,O
Земли,B-LOC
объединяющая,O
несколько,O
дочерних,O
компаний,O
со,O
штатом,O
более,O
человек,O
и,O
годовым,O
оборотом,O
более,O
млрд,O
